reaction_id,model,db,model_id,is_transp,in_pcm,ec,inChlVirid,uniprGpr,max_evid,evid_brenda,model_gpr,Solanum_lycopersicum,Nicotiana_glauca,Vigna_aconitifolia,Sorghum_bicolor,Triphysaria_versicolor,Vitis_vinifera,Castilleja_foliolosa,Pueraria_montana,Lotus_japonicus,Ipomoea_batatas,Centaurea_solstitialis,Triticum_aestivum,Nicotiana_tabacum,Chlorella_vulgaris,Apostasia_shenzhenica,Genlisea_aurea,Marchantia_polymorpha_subsp._ruderalis,Punica_granatum,Ricinus_communis,Citrus_unshiu,Saccharum_hybrid,Populus_alba_x_Populus_x,Prunus_yedoensis,Tetracentron_sinense,Cucurbita_maxima,Deinandra_increscens,Trifolium_pratense,Eriobotrya_japonica,Medicago_truncatula,Nicotiana_sylvestris,Zea_mays,Prunus_armeniaca,Musa_troglodytarum,Leucosceptrum_canum,Crocus_sativus,Prunus_salicina,Secale_cereale,Tanacetum_cinerariifolium,Handroanthus_impetiginosus,Populus_canescens,Ostreococcus_tauri,Lithospermum_erythrorhizon,Prasiola_cf_delicata,Striga_hermonthica,Physcomitrium_patens,Linum_tenue,Monoraphidium_neglectum,Carpinus_fangiana,Marchantia_polymorpha,Cucumis_sativus,Arabidopsis_thaliana,Mesostigma_viride,Rhododendron_williamsianum,Umbellularia_californica,Citrus_sinensis,Gossypium_hirsutum,Nicotiana_glutinosa,Glycine_max,Trapa_natans,Hevea_brasiliensis,Stylosanthes_scabra,Oryza_sativa,Brassica_campestris,Musa_balbisiana,Brassica_napus,Salvia_divinorum,Lolium_perenne,Solanum_commersonii,Cajanus_cajan,Prasiola_borealis,Humulus_lupulus,Panax_ginseng,Zingiber_officinale,Populus_tomentosa,Pisum_sativum,Cucumis_melo,Glycine_soja,Populus_trichocarpa,Micractinium_conductrix,Cannabis_sativa,Arabidopsis_arenosa,Chlorella_sorokiniana,Cucurbita_moschata,Cinnamomum_camphora,Tetratostichococcus_jenerensis,Populus_alba,pcm_gpr
R03165,"maize, poplar, soy, panAlgae, potato, Cohadii, rice, mintzOron",kegg,"{'maize': ['rxn27433_d0'], 'poplar': ['UROGENIIISYN_RXN_p'], 'soy': ['UROGENIIISYN-RXN_p'], 'panAlgae': ['NanoG1304'], 'potato': ['UPP3S_1'], 'Cohadii': ['UROGENIIISYN-RXN'], 'rice': ['UPP3Ss'], 'mintzOron': ['rxn1608_p']}",False,True,['4.2.1.75'],[2],"{'Arabidopsis thaliana (Mouse-ear cress)': 'At2g26540', 'Oryza sativa subsp. japonica (Rice)': 'Os03g0186100 LOC_Os03g08730'}",2,True,"('maize', 'AC209626.2_FGT013.CDS')",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,At2g26540,,,,,,,,,,,Os03g0186100,,,,,,,,,,,,,,,,,,,,,,,,,At2g26540
R03197,"maize, poplar, soy, panAlgae, potato, Cohadii, rice, mintzOron",kegg,"{'maize': ['rxn27432_d0'], 'poplar': ['UROGENDECARBOX_RXN_p'], 'soy': ['UROGENDECARBOX-RXN_p'], 'panAlgae': ['NanoG1302'], 'potato': ['UPPDC1_1'], 'Cohadii': ['UROGENDECARBOX-RXN'], 'rice': ['UPPDC1s'], 'mintzOron': ['rxn1607_p']}",False,True,['4.1.1.37'],[2],"{'Arabidopsis thaliana (Mouse-ear cress)': 'At2g40490 or At3g14930', 'Oryza sativa subsp. japonica (Rice)': 'Os01g0622300 LOC_Os01g43390 or Os03g0337600 LOC_Os03g21900'}",2,True,"('maize', 'GRMZM2G377609_T03.CDS or GRMZM2G024738_T01.CDS or GRMZM2G044074_T02.CDS or GRMZM2G377609_T01.CDS or GRMZM2G025031_T03.CDS or GRMZM2G025031_T01.CDS or GRMZM2G024738_T04.CDS or GRMZM2G044074_T01.CDS or GRMZM2G024738_T03.CDS or GRMZM2G377609_T02.CDS or GRMZM2G377609_T04.CDS or GRMZM2G024738_T02.CDS or GRMZM2G025031_T02.CDS')",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,At2g40490 or At3g14930,,,,,,,,,,,Os01g0622300 or Os03g0337600,,,,,,,,,,,,,,,,,,,,,,,,,At2g40490 or At3g14930
R03220,"maize, poplar, soy, panAlgae, potato, Cohadii, rice, mintzOron",kegg,"{'maize': ['rxn25989_d0'], 'poplar': ['RXN0_1461_p'], 'soy': ['RXN0-1461_p'], 'panAlgae': ['NanoG1293'], 'potato': ['CPPPGO_1'], 'Cohadii': ['RXN0-1461'], 'rice': ['CPPPGOs'], 'mintzOron': ['rxn1416_p']}",False,True,['1.3.3.3'],[2],"{'Arabidopsis thaliana (Mouse-ear cress)': 'At1g03475 or At4g03205', 'Oryza sativa subsp. japonica (Rice)': 'Os04g0610800 LOC_Os04g52130'}",2,True,"('maize', 'GRMZM2G032282_T01.CDS')",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,At1g03475 or At4g03205,,,,,,,,,,,Os04g0610800,,,,,,,,,,,,,,,,,,,,,,,,,At1g03475 or At4g03205
R03243,"maize, Sobliquus, poplar, cam, cam, soy, aracore, panAlgae, rice, mintzOron",kegg,"{'maize': ['rxn33284_d0'], 'Sobliquus': ['rxn02320_d0'], 'poplar': ['HISTAMINOTRANS_RXN_p'], 'cam': ['HISTAMINOTRANS_RXN_p1', 'HISTAMINOTRANS_RXN_p2'], 'soy': ['HISTAMINOTRANS-RXN_p'], 'aracore': ['HisolPTA_h'], 'panAlgae': ['NanoG0145'], 'rice': ['AOOAs'], 'mintzOron': ['rxn382_p']}",False,True,['2.6.1.9'],[2],{'Arabidopsis thaliana (Mouse-ear cress)': 'At5g10330 or At1g71920'},2,True,"('maize', 'GRMZM2G170595_T01.CDS')",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,At5g10330 or At1g71920,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,At5g10330 or At1g71920
R03313,"maize, Sobliquus, poplar, soy, aracore, potato, rice, mintzOron",kegg,"{'maize': ['rxn32479_d0'], 'Sobliquus': ['rxn02373_d0'], 'poplar': ['GLUTSEMIALDEHYDROG_RXN_p'], 'soy': ['GLUTSEMIALDEHYDROG-RXN_p'], 'aracore': ['GluSeADH_h'], 'potato': ['GluSeADH_h'], 'rice': ['G5DHs'], 'mintzOron': ['rxn345_p']}",False,True,['1.2.1.41'],[1],{'Zingiber officinale (Ginger) (Amomum zingiber)': 'A0A8J5F4W6'},1,False,"('maize', 'GRMZM2G061777_T03.CDS or GRMZM2G016189_T02.CDS or GRMZM2G016189_T01.CDS or GRMZM2G028535_T02.CDS or GRMZM2G028535_T01.CDS or GRMZM2G146754_T01.CDS or GRMZM2G375504_T02.CDS or GRMZM2G061777_T04.CDS or GRMZM2G375504_T01.CDS or GRMZM2G375504_T03.CDS or GRMZM2G061777_T01.CDS or AC203754.4_FGT008.CDS or GRMZM2G061777_T02.CDS')",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A0A8J5F4W6,,,,,,,,,,,,,,A0A8J5F4W6
R03321,"maize, Sobliquus, panAlgae, mintzOron",kegg,"{'maize': ['rxn20522_d0'], 'Sobliquus': ['rxn02380_d0'], 'panAlgae': ['NanoG0404'], 'mintzOron': ['rxn505_p']}",False,True,['5.3.1.9'],[2],{'Arabidopsis thaliana (Mouse-ear cress)': 'At4g24620'},2,True,"('maize', 'GRMZM2G140614_T01.CDS or GRMZM2G076075_T02.CDS or GRMZM2G076075_T01.CDS or GRMZM2G140614_T02.CDS')",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,At4g24620,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,At4g24620
R03348,"maize, Sobliquus, poplar, soy, potato, rice, mintzOron",kegg,"{'maize': ['rxn20663_d0'], 'Sobliquus': ['rxn02402_d0'], 'poplar': ['QUINOPRIBOTRANS_RXN_p'], 'soy': ['QUINOPRIBOTRANS-RXN_p'], 'potato': ['NNDPRh'], 'rice': ['NNDPRs'], 'mintzOron': ['rxn554_p']}",False,True,['2.4.2.19'],[2],"{'Arabidopsis thaliana (Mouse-ear cress)': 'At2g01350', 'Oryza sativa subsp. japonica (Rice)': 'Os09g0553600 LOC_Os09g38060'}",2,False,"('maize', 'GRMZM5G887647_T02.CDS or GRMZM5G887647_T04.CDS or GRMZM5G887647_T03.CDS or GRMZM5G887647_T01.CDS')",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,At2g01350,,,,,,,,,,,Os09g0553600,,,,,,,,,,,,,,,,,,,,,,,,,At2g01350
R03402,"maize, poplar, potato, rice",kegg,"{'maize': ['rxn19142_d0'], 'poplar': ['ALLENE_OXIDE_CYCLASE_RXN_p'], 'potato': ['AOX_h'], 'rice': ['ALOCs']}",False,True,['5.3.99.6'],[2],"{'Arabidopsis thaliana (Mouse-ear cress)': 'At3g25780 or At1g13280 or At3g25770 or At3g25760', 'Oryza sativa subsp. japonica (Rice)': 'LOC_Os03g32314 Os03g0438100'}",2,True,"('maize', 'GRMZM2G077316_T02.CDS or GRMZM2G415793_T01.CDS or GRMZM2G415793_T02.CDS or GRMZM2G077316_T01.CDS or GRMZM2G415793_T03.CDS')",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,At3g25780 or At1g13280 or At3g25770 or At3g25760,,,,,,,,,,,LOC_Os03g32314,,,,,,,,,,,,,,,,,,,,,,,,,At3g25780 or At1g13280 or At3g25770 or At3g25760
R03443,"maize, Sobliquus, poplar, cam, cam, soy, aracore, potato, mintzOron",kegg,"{'maize': ['rxn28002_d0'], 'Sobliquus': ['rxn02465_d0'], 'poplar': ['N_ACETYLGLUTPREDUCT_RXN_p'], 'cam': ['N_ACETYLGLUTPREDUCT_RXN_p1', 'N_ACETYLGLUTPREDUCT_RXN_p2'], 'soy': ['N-ACETYLGLUTPREDUCT-RXN_p'], 'aracore': ['AGluPR_h'], 'potato': ['AGluPR_h'], 'mintzOron': ['rxn465_p']}",False,True,['1.2.1.38'],[2],"{'Arabidopsis thaliana (Mouse-ear cress)': 'At2g19940', 'Oryza sativa subsp. japonica (Rice)': 'Os03g0617900 LOC_Os03g42110'}",2,False,"('maize', 'GRMZM2G038848_T01.CDS or GRMZM2G038848_T02.CDS')",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,At2g19940,,,,,,,,,,,Os03g0617900,,,,,,,,,,,,,,,,,,,,,,,,,At2g19940
R03460,"maize, Sobliquus, cam, cam, soy, aracore, panAlgae, potato, rice, mintzOron",kegg,"{'maize': ['rxn33166_d0'], 'Sobliquus': ['rxn02476_d0'], 'cam': ['2.5.1.19_RXN_p2', '2.5.1.19_RXN_p1'], 'soy': ['2.5.1.19-RXN_p'], 'aracore': ['EPSPS_h'], 'panAlgae': ['NanoG0193'], 'potato': ['EPSPS_h'], 'rice': ['PSCITs'], 'mintzOron': ['rxn51_p']}",False,True,['2.5.1.19'],[2],{'Arabidopsis thaliana (Mouse-ear cress)': 'At2g45300'},2,True,"('maize', 'GRMZM5G877500_T01.CDS')",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,At2g45300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,At2g45300
R03508,"maize, Sobliquus, poplar, cam, cam, soy, aracore, panAlgae, potato, Cohadii, rice, mintzOron",kegg,"{'maize': ['rxn33706_d0'], 'Sobliquus': ['rxn02507_d0'], 'poplar': ['IGPSYN_RXN_p'], 'cam': ['IGPSYN_RXN_p2', 'IGPSYN_RXN_p1'], 'soy': ['IGPSYN-RXN_p'], 'aracore': ['IndGPS_h'], 'panAlgae': ['NanoG0198'], 'potato': ['IndGPS_h'], 'Cohadii': ['IGPSYN-RXN'], 'rice': ['IGPSs'], 'mintzOron': ['rxn404_p']}",False,True,['4.1.1.48'],[2],{'Arabidopsis thaliana (Mouse-ear cress)': 'At2g04400'},2,True,"('maize', 'GRMZM2G169516_T03.CDS or GRMZM2G169516_T04.CDS or GRMZM2G145870_T01.CDS or GRMZM2G145870_T02.CDS or GRMZM2G169516_T05.CDS or GRMZM2G169516_T01.CDS or GRMZM2G169516_T08.CDS or GRMZM2G169516_T06.CDS or GRMZM2G169516_T02.CDS or GRMZM2G169516_T07.CDS')",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,At2g04400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,At2g04400
R03601,"maize, maize, Cohadii, rice",kegg,"{'maize': ['rxn02571_d0', 'rxn35479_d0'], 'Cohadii': ['RXN-12726'], 'rice': ['ACSERLs']}",False,True,['2.5.1.47'],[2],{'Arabidopsis thaliana (Mouse-ear cress)': 'At2g43750'},2,True,"('maize', 'GRMZM2G082185_T01.CDS or GRMZM2G133359_T01.CDS or GRMZM2G328893_T01.CDS or GRMZM2G082185_T01.CDS or GRMZM2G133359_T02.CDS')",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,At2g43750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,At2g43750
R03968,"maize, Sobliquus, poplar, cam, cam, soy, aracore, potato, rice, mintzOron",kegg,"{'maize': ['rxn27543_d0'], 'Sobliquus': ['rxn02789_d0'], 'poplar': ['3_ISOPROPYLMALISOM_RXN_p'], 'cam': ['3_ISOPROPYLMALISOM_RXN_p1', '3_ISOPROPYLMALISOM_RXN_p2'], 'soy': ['3-ISOPROPYLMALISOM-RXN_p'], 'aracore': ['3IPMDA1_h'], 'potato': ['3IPMDA1_h'], 'rice': ['IMDHTs'], 'mintzOron': ['rxn97_p']}",False,True,['4.2.1.33'],[2],{'Arabidopsis thaliana (Mouse-ear cress)': 'At2g43100 or At2g43090 or At4g13430 or At3g58990'},2,True,"('maize', 'GRMZM5G840002_T02.CDS or GRMZM2G133988_T01.CDS or GRMZM2G370852_T02.CDS or GRMZM2G010044_T03.CDS or GRMZM2G370852_T01.CDS or GRMZM2G020801_T02.CDS or GRMZM2G010044_T02.CDS or GRMZM2G370852_T03.CDS or GRMZM2G020801_T01.CDS or GRMZM2G010044_T01.CDS or GRMZM2G010044_T04.CDS or GRMZM2G020801_T03.CDS or GRMZM5G840002_T03.CDS or GRMZM5G840002_T01.CDS')",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,At2g43100 or At2g43090 or At4g13430 or At3g58990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,At2g43100 or At2g43090 or At4g13430 or At3g58990
R04001,"maize, Sobliquus, soy, aracore, potato, mintzOron",kegg,"{'maize': ['rxn33015_d0'], 'Sobliquus': ['rxn02811_d0'], 'soy': ['RXN-8991_p'], 'aracore': ['3IPMDA2_h'], 'potato': ['3IPMDA2_h'], 'mintzOron': ['rxn1379_p']}",False,True,['4.2.1.33'],[2],{'Arabidopsis thaliana (Mouse-ear cress)': 'At2g43100 or At2g43090 or At4g13430 or At3g58990'},2,True,"('maize', 'GRMZM5G840002_T02.CDS or GRMZM2G133988_T01.CDS or GRMZM2G370852_T02.CDS or GRMZM2G010044_T03.CDS or GRMZM2G370852_T01.CDS or GRMZM2G020801_T02.CDS or GRMZM2G010044_T02.CDS or GRMZM2G370852_T03.CDS or GRMZM2G020801_T01.CDS or GRMZM2G010044_T01.CDS or GRMZM2G010044_T04.CDS or GRMZM2G020801_T03.CDS or GRMZM5G840002_T03.CDS or GRMZM5G840002_T01.CDS')",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,At2g43100 or At2g43090 or At4g13430 or At3g58990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,At2g43100 or At2g43090 or At4g13430 or At3g58990
R04035,"maize, Sobliquus, poplar, cam, cam, soy, aracore, panAlgae, potato, rice, mintzOron",kegg,"{'maize': ['rxn19898_d0'], 'Sobliquus': ['rxn02834_d0'], 'poplar': ['HISTPRATPHYD_RXN_p'], 'cam': ['HISTPRATPHYD_RXN_p1', 'HISTPRATPHYD_RXN_p2'], 'soy': ['HISTPRATPHYD-RXN_p'], 'aracore': ['PrATPDP_h'], 'panAlgae': ['NanoG0157'], 'potato': ['PrATPDP_h'], 'rice': ['PRADPs'], 'mintzOron': ['rxn386_p']}",False,True,['3.6.1.31'],[2],{'Arabidopsis thaliana (Mouse-ear cress)': 'At1g31860'},2,False,"('maize', 'GRMZM2G082214_T01.CDS')",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,At1g31860,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,At1g31860
R04037,"maize, Sobliquus, poplar, cam, cam, soy, aracore, panAlgae, potato, rice, mintzOron",kegg,"{'maize': ['rxn19893_d0'], 'Sobliquus': ['rxn02835_d0'], 'poplar': ['HISTCYCLOHYD_RXN_p'], 'cam': ['HISTCYCLOHYD_RXN_p2', 'HISTCYCLOHYD_RXN_p1'], 'soy': ['HISTCYCLOHYD-RXN_p'], 'aracore': ['PrAMPCy_h'], 'panAlgae': ['NanoG0155'], 'potato': ['PrAMPCy_h'], 'rice': ['PRACHs'], 'mintzOron': ['rxn383_p']}",False,True,['3.5.4.19'],[2],{'Arabidopsis thaliana (Mouse-ear cress)': 'At1g31860'},2,False,"('maize', 'GRMZM2G082214_T01.CDS')",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,At1g31860,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,At1g31860
R04144,"maize, poplar, soy, aracore, panAlgae, potato, Cohadii, rice, mintzOron",kegg,"{'maize': ['rxn27916_d0'], 'poplar': ['GLYRIBONUCSYN_RXN_p'], 'soy': ['GLYRIBONUCSYN-RXN_p'], 'aracore': ['PRAGlyL_h'], 'panAlgae': ['NanoG1511'], 'potato': ['PRAGlyL_h'], 'Cohadii': ['GLYRIBONUCSYN-RXN'], 'rice': ['PPRGLs'], 'mintzOron': ['rxn360_p']}",False,True,['6.3.4.13'],[2],{'Arabidopsis thaliana (Mouse-ear cress)': 'At1g09830'},2,False,"('maize', 'GRMZM2G088995_T01.CDS or GRMZM2G003875_T01.CDS')",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,At1g09830,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,At1g09830
R04173,"maize, Sobliquus, poplar, cam, cam, soy, aracore, panAlgae, potato, rice, mintzOron",kegg,"{'maize': ['rxn20630_d0'], 'Sobliquus': ['rxn02914_d0'], 'poplar': ['PSERTRANSAM_RXN_p'], 'cam': ['PSERTRANSAM_RXN_p1', 'PSERTRANSAM_RXN_p2'], 'soy': ['PSERTRANSAM-RXN_p'], 'aracore': ['PSerAT_h'], 'panAlgae': ['NanoG0113'], 'potato': ['PSerAT_h'], 'rice': ['PSATs'], 'mintzOron': ['rxn544_p']}",False,True,['2.6.1.52'],[2],{'Arabidopsis thaliana (Mouse-ear cress)': 'At2g17630 or At4g35630'},2,True,"('maize', 'GRMZM2G300801_T01.CDS')",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,At2g17630 or At4g35630,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,At2g17630 or At4g35630
R04208,"maize, poplar, soy, aracore, panAlgae, potato, Cohadii, rice, mintzOron",kegg,"{'maize': ['rxn27693_d0'], 'poplar': ['AIRS_RXN_p'], 'soy': ['AIRS-RXN_p'], 'aracore': ['FGAMCL_h'], 'panAlgae': ['NanoG1471'], 'potato': ['FGAMCL_h'], 'Cohadii': ['AIRS-RXN'], 'rice': ['PRFGCLs'], 'mintzOron': ['rxn163_p']}",False,True,['6.3.3.1'],[2],{'Arabidopsis thaliana (Mouse-ear cress)': 'At3g55010'},2,True,"('maize', 'GRMZM2G160925_T01.CDS')",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,At3g55010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,At3g55010
R04209,"maize, poplar, soy, aracore, potato, rice, mintzOron",kegg,"{'maize': ['rxn33097_d0'], 'poplar': ['AIRCARBOXY_RXN_p'], 'soy': ['AIRCARBOXY-RXN_p'], 'aracore': ['AIRC_h'], 'potato': ['AIRC_h'], 'rice': ['PRAICs'], 'mintzOron': ['rxn162_p']}",False,True,['4.1.1.21'],[2],{'Vigna aconitifolia (Moth bean) (Phaseolus aconitifolius)': 'P55195'},2,False,"('maize', 'GRMZM2G133121_T01.CDS or GRMZM2G133121_T02.CDS')",,,P55195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P55195
R04325,"maize, aracore, panAlgae, potato, rice, mintzOron",kegg,"{'maize': ['rxn27872_d0'], 'aracore': ['GARFT_h'], 'panAlgae': ['NanoG1462'], 'potato': ['GARFT_h'], 'rice': ['FPGFTs'], 'mintzOron': ['rxn310_p']}",False,True,['2.1.2.2'],[2],{'Arabidopsis thaliana (Mouse-ear cress)': 'At1g31220'},2,False,"('maize', 'GRMZM2G155626_T01.CDS')",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,At1g31220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,At1g31220
R04405,"maize, maize, Sobliquus",kegg,"{'maize': ['rxn19900_d0', 'rxn03052_d0'], 'Sobliquus': ['rxn19900_d0']}",False,True,['2.1.1.14'],[2],{'Arabidopsis thaliana (Mouse-ear cress)': 'At5g20980'},2,True,"('maize', 'GRMZM2G165747_T03.CDS or GRMZM2G165747_T04.CDS or GRMZM2G165747_T02.CDS or GRMZM2G165747_T01.CDS or GRMZM2G165747_T03.CDS or GRMZM2G165747_T02.CDS or GRMZM2G165747_T01.CDS')",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,At5g20980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,At5g20980
R04426,"maize, Sobliquus, poplar, cam, cam, soy, aracore, potato, rice, mintzOron",kegg,"{'maize': ['rxn27542_d0'], 'Sobliquus': ['rxn03062_d0'], 'poplar': ['3_ISOPROPYLMALDEHYDROG_RXN_p'], 'cam': ['3_ISOPROPYLMALDEHYDROG_RXN_p2', '3_ISOPROPYLMALDEHYDROG_RXN_p1'], 'soy': ['3-ISOPROPYLMALDEHYDROG-RXN_p'], 'aracore': ['3IPMDH_h'], 'potato': ['3IPMDH_h'], 'rice': ['IMDHs'], 'mintzOron': ['rxn96_p']}",False,True,['1.1.1.85'],[2],{'Arabidopsis thaliana (Mouse-ear cress)': 'At1g31180 or At1g80560 or At5g14200'},2,True,"('maize', 'GRMZM5G803490_T01.CDS or GRMZM2G104613_T01.CDS')",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,At1g31180 or At1g80560 or At5g14200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,At1g31180 or At1g80560 or At5g14200
R04440,"maize, potato, mintzOron",kegg,"{'maize': ['rxn35530_d0'], 'potato': ['KARI4_h'], 'mintzOron': ['rxn807_p']}",False,True,['1.1.1.86'],[2],"{'Arabidopsis thaliana (Mouse-ear cress)': 'At3g58610', 'Oryza sativa subsp. japonica (Rice)': 'Os05g0573700 LOC_Os05g49800'}",2,True,"('maize', 'GRMZM2G004382_T02.CDS or GRMZM2G004382_T01.CDS')",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,At3g58610,,,,,,,,,,,Os05g0573700,,,,,,,,,,,,,,,,,,,,,,,,,At3g58610
R04463,"maize, poplar, soy, aracore, panAlgae, potato, Cohadii, rice, mintzOron",kegg,"{'maize': ['rxn27855_d0'], 'poplar': ['FGAMSYN_RXN_p'], 'soy': ['FGAMSYN-RXN_p'], 'aracore': ['FGAMS_h'], 'panAlgae': ['NanoG1521'], 'potato': ['FGAMS_h'], 'Cohadii': ['FGAMSYN-RXN'], 'rice': ['PRFGSs'], 'mintzOron': ['rxn290_p']}",False,True,['6.3.5.3'],[2],{'Arabidopsis thaliana (Mouse-ear cress)': 'At1g74260'},2,True,"('maize', 'GRMZM2G000622_T01.CDS or GRMZM2G045049_T01.CDS')",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,At1g74260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,At1g74260
R04559,"maize, poplar, soy, aracore, potato, Cohadii, rice, mintzOron",kegg,"{'maize': ['rxn35572_d0'], 'poplar': ['AICARSYN_RXN_p'], 'soy': ['AICARSYN-RXN_p'], 'aracore': ['DCAMPL1_h'], 'potato': ['DCAMPL1_h'], 'Cohadii': ['AICARSYN-RXN'], 'rice': ['AIALs'], 'mintzOron': ['rxn160_p']}",False,True,['4.3.2.2'],[0],{},0,False,"('maize', 'GRMZM2G359070_T04.CDS or GRMZM2G359070_T02.CDS or GRMZM2G359070_T01.CDS or GRMZM5G895991_T01.CDS or GRMZM2G359070_T03.CDS')",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R04560,"maize, aracore, potato, rice, mintzOron",kegg,"{'maize': ['rxn27692_d0'], 'aracore': ['AICARFT_h'], 'potato': ['AICARFT_h'], 'rice': ['FPAIFs'], 'mintzOron': ['rxn161_p']}",False,True,['2.1.2.3'],[0],{},0,False,"('maize', 'GRMZM2G306374_T01.CDS or GRMZM2G368902_T01.CDS')",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R04591,"maize, poplar, soy, aracore, potato, rice, mintzOron",kegg,"{'maize': ['rxn35571_d0'], 'poplar': ['SAICARSYN_RXN_p'], 'soy': ['SAICARSYN-RXN_p'], 'aracore': ['SAICARS_h'], 'potato': ['SAICARS_h'], 'rice': ['PRAISs'], 'mintzOron': ['rxn1527_p']}",False,True,['6.3.2.6'],[2],{'Arabidopsis thaliana (Mouse-ear cress)': 'At3g21110'},2,False,"('maize', 'GRMZM5G874277_T01.CDS')",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,At3g21110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,At3g21110
R04673,"maize, aracore, potato, mintzOron",kegg,"{'maize': ['rxn35526_d0'], 'aracore': ['ALS2_h'], 'potato': ['ALS2_h'], 'mintzOron': ['rxn818_p']}",False,True,['2.2.1.6'],[2],"{'Arabidopsis thaliana (Mouse-ear cress)': 'At3g48560', 'Oryza sativa subsp. japonica (Rice)': 'Os02g0510200 LOC_Os02g30630 or Os04g0389800 LOC_Os04g32010'}",2,True,"('maize', 'GRMZM2G077215_T01.CDS or GRMZM2G143008_T01.CDS or GRMZM2G407044_T01.CDS or GRMZM2G143357_T01.CDS')",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,At3g48560,,,,,,,,,,,Os02g0510200 or Os04g0389800,,,,,,,,,,,,,,,,,,,,,,,,,At3g48560
